CASE# 1:
CASE# 2:
1598 not found
4860 not found
8458 not found
817 not found
5236 not found
108 not found
1211 not found
9189 not found
9859 not found
767 not found
3008 not found
6251 not found
8376 not found
7896 not found
3261 not found
214 not found
5651 not found
4253 not found
4060 not found
2048 not found
9817 not found
6173 not found
5277 not found
6076 not found
9557 not found
1721 not found
9429 not found
5581 not found
5065 not found
6981 not found
3038 not found
9138 not found
9723 not found
4852 not found
9958 not found
4950 not found
8077 not found
8228 not found
1380 not found
7501 not found
2918 found at 198
1939 not found
9717 not found
6688 not found
9131 not found
4506 not found
9840 not found
6446 not found
8209 not found
3767 not found
5085 not found
7666 not found
5739 found at 377
9585 not found
3377 not found
3737 not found
265 not found
2865 not found
5571 not found
3382 not found
826 not found
5127 not found
208 not found
8379 not found
668 not found
2716 not found
6571 not found
6668 not found
156 not found
8516 not found
728 not found
2734 not found
5772 not found
239 not found
5985 not found
4038 not found
2792 not found
9549 not found
1934 not found
6394 not found
8304 not found
6299 not found
4743 not found
3251 not found
3236 not found
1962 not found
3656 not found
5970 not found
1728 not found
8868 not found
456 not found
603 not found
1316 not found
7739 not found
7446 not found
450 not found
1364 not found
1510 not found
8314 not found
9154 not found
1101 not found
671 not found
3179 not found
7897 not found
4341 not found
6363 not found
4558 not found
291 not found
1188 not found
1011 not found
4626 not found
6389 not found
4233 not found
3966 not found
6703 not found
1844 not found
2740 not found
5888 not found
5447 not found
388 not found
8680 not found
5436 not found
982 not found
1956 not found
7871 not found
514 not found
9329 not found
2288 not found
9949 not found
6755 not found
8488 not found
5140 not found
74 not found
3575 not found
8410 not found
485 not found
4236 not found
1079 not found
8703 found at 579
2714 found at 173
2101 not found
5361 not found
5451 not found
7767 not found
5693 not found
2461 not found
1540 not found
8017 not found
5348 not found
7392 not found
7673 not found
6229 not found
4122 not found
9195 not found
365 not found
9896 found at 680
4393 not found
1381 not found
8516 not found
5139 found at 340
5558 not found
6414 not found
636 not found
7221 not found
3894 not found
4499 found at 297
4248 not found
6345 not found
7687 not found
9244 not found
36 not found
4367 not found
569 not found
1010 not found
2587 not found
5182 not found
8964 not found
8910 not found
4822 not found
3631 not found
7148 not found
5296 found at 347
7026 not found
4659 not found
9710 not found
5880 not found
7146 not found
6040 not found
8579 not found
4843 not found
1260 not found
1698 not found
7422 not found
1788 not found
5098 not found
5665 not found
691 not found
9022 not found
448 not found
2956 not found
566 not found
794 not found
7777 not found
7919 not found
24 not found
9203 not found
3608 not found
2465 not found
4204 not found
3658 not found
3909 not found
5020 found at 329
432 found at 26
2477 not found
2845 not found
8563 not found
9503 found at 652
6074 not found
2994 not found
8561 not found
2898 not found
6553 not found
4669 not found
2593 not found
6886 not found
65 not found
7263 not found
5381 not found
3846 not found
3359 not found
8132 not found
1025 not found
7063 not found
8748 not found
6609 not found
9352 found at 637
135 not found
7281 not found
2623 not found
1755 not found
1256 not found
9623 not found
6387 not found
9902 not found
8689 not found
4616 not found
6359 not found
1572 not found
8038 not found
7646 not found
5848 not found
6042 not found
6908 not found
7824 not found
7193 not found
4844 not found
8568 not found
4498 not found
206 not found
2212 not found
7440 not found
3487 not found
7222 not found
4877 not found
3974 not found
9053 not found
9211 not found
7819 not found
4795 not found
8350 found at 560
6471 not found
9492 not found
1395 not found
5084 not found
8961 not found
8990 found at 607
9174 not found
978 not found
8835 not found
9449 not found
5260 not found
2853 not found
1633 not found
5783 not found
2987 not found
1287 not found
697 not found
2527 found at 163
7490 not found
9047 not found
4536 not found
6300 not found
1843 not found
8192 not found
1546 not found
659 not found
4446 not found
9566 not found
8608 not found
7921 not found
4645 not found
1620 not found
6759 not found
5067 not found
9160 not found
2415 not found
4942 not found
7489 not found
9666 not found
6886 not found
5574 not found
1533 not found
9671 not found
7850 not found
4012 not found
4769 not found
2732 not found
8252 not found
21 not found
8431 not found
3239 not found
1594 not found
3202 not found
3391 not found
1523 not found
200 not found
6481 not found
1551 found at 104
5818 not found
3282 not found
1752 not found
2016 not found
5861 not found
6786 not found
1308 found at 86
1676 not found
2353 not found
1294 not found
8801 not found
2511 not found
4068 not found
5653 not found
6036 not found
8930 not found
4114 not found
7732 not found
6193 not found
8755 not found
9698 not found
1384 not found
3714 not found
9038 not found
1150 not found
9783 not found
8306 not found
6457 not found
5905 not found
2612 found at 166
4774 not found
2436 not found
2112 not found
8949 not found
1180 not found
6209 not found
9862 not found
1110 found at 71
5073 not found
1951 found at 126
4817 not found
5934 not found
2804 found at 184
6663 not found
5019 not found
3329 not found
7153 not found
2393 not found
2458 not found
6325 not found
5460 not found
9760 not found
9731 not found
8701 not found
256 not found
8649 not found
7917 not found
1840 not found
5828 not found
9255 not found
1535 not found
3312 not found
9156 not found
8340 not found
4388 not found
2665 not found
5924 not found
5440 not found
5159 not found
6124 not found
4068 not found
8234 not found
7606 not found
6454 not found
7764 not found
4244 not found
6670 not found
8938 found at 601
8927 not found
8044 not found
1570 not found
5024 not found
6467 found at 423
7187 not found
4409 not found
2931 not found
5586 not found
734 not found
626 not found
6167 not found
5790 not found
4722 not found
5875 not found
7390 not found
223 found at 18
8473 not found
5604 not found
9930 not found
309 not found
9272 not found
3281 not found
9203 not found
3566 not found
8078 not found
840 not found
3805 found at 247
4684 found at 309
7790 not found
492 not found
7268 not found
6097 not found
3585 not found
4218 not found
7523 not found
3207 not found
3620 found at 235
3328 not found
3379 not found
9544 not found
8420 not found
2856 not found
9941 not found
8844 not found
935 not found
5748 not found
2885 not found
857 not found
5643 not found
4567 not found
3793 not found
273 not found
9781 not found
5165 not found
5507 not found
4638 not found
7498 not found
8461 not found
6055 not found
8962 not found
7026 not found
9414 not found
6644 not found
4377 not found
6352 not found
2625 not found
8357 not found
8792 not found
4976 found at 326
5881 not found
4695 found at 311
4462 not found
8894 not found
4814 not found
7748 not found
6147 not found
916 not found
2290 not found
260 not found
5455 found at 356
4333 not found
7254 not found
6540 found at 427
6589 found at 435
2043 not found
6291 not found
4087 not found
8133 not found
2032 not found
3427 not found
4455 not found
9608 not found
6868 not found
7769 not found
5558 not found
9124 not found
6904 not found
1510 not found
9962 not found
555 not found
783 not found
9784 not found
3602 not found
6438 found at 420
9215 not found
5074 not found
7721 not found
6882 found at 453
1821 not found
7023 found at 465
8717 not found
4374 not found
3912 not found
8954 not found
7167 not found
3999 not found
5473 not found
5954 not found
8689 not found
7158 not found
2898 not found
279 not found
2546 not found
4740 not found
7452 not found
5515 not found
1906 not found
4284 not found
3814 not found
8343 not found
8629 not found
6369 not found
2727 not found
7063 not found
7967 not found
8096 not found
610 not found
7466 not found
4594 not found
6404 not found
9277 not found
8790 not found
7864 not found
4297 not found
2218 not found
7450 not found
9601 not found
2394 not found
1537 not found
8513 not found
3552 not found
8455 not found
CASE# 7:
9532 found at 929
9205 not found
3522 not found
5238 not found
7084 not found
7152 not found
8046 not found
5070 not found
8489 not found
4778 not found
7565 not found
8054 not found
3536 not found
8296 not found
6269 not found
1667 not found
2460 not found
9279 not found
1367 not found
9943 not found
1074 not found
6607 not found
6060 not found
118 not found
8661 not found
3507 not found
2436 not found
3144 not found
5281 not found
1048 not found
6095 not found
131 not found
2614 not found
3 found at 2
6163 not found
4682 found at 454
2837 not found
3900 not found
872 not found
4028 not found
5850 not found
4455 not found
8219 not found
7947 not found
6229 not found
6180 not found
753 not found
4135 not found
422 not found
6157 not found
9935 not found
8850 found at 859
3179 found at 302
3086 not found
9706 not found
732 not found
3173 not found
4261 not found
683 not found
6760 not found
3364 not found
8591 not found
4689 not found
6402 not found
2788 not found
2855 not found
3887 not found
9194 not found
1563 not found
7906 not found
986 not found
2032 not found
13 not found
4266 found at 404
8057 not found
7979 not found
2559 not found
2548 not found
736 found at 66
3023 not found
5342 not found
9693 not found
1431 not found
7627 not found
7799 not found
7986 not found
9669 found at 951
1691 not found
1092 not found
8694 not found
2167 not found
2115 not found
2560 not found
6266 not found
2454 not found
5358 not found
1607 not found
8248 not found
9059 not found
5420 not found
4318 not found
6694 not found
323 not found
9048 not found
